Student_ID,High_School_Percentage,Entrance_Exam_Score,CGPA_1st_Year,CGPA_2nd_Year,CGPA_3rd_Year,CGPA_4th_Year,Backlogs_Count,Extracurricular_Activities,Recommendation_Letters,Internship_Experience,Research_Papers_Published,Placement_Offers,Average_Salary_Offer,Year,Total_Applicants,Total_Admissions,Admission_Competition_Ratio,Course,Seats_Available,Cutoff_Score,Diversity_Index,Dropout_Rate,Scholarship_Awards,Faculty_Count,Classroom_Count,Lab_Count,Lab_Equipment_Availability,Library_Books_Available,Online_Course_Access,Marketing_Budget,Social_Media_Ad_Campaigns,Conversion_Rate,Number_of_Webinars_Held,Counseling_Sessions_Conducted,International_Students_Applications,Economic_Condition_Index,Tuition_Fees,Government_Funding,Unemployment_Rate,Inflation_Rate,Industry_Demand_for_Graduates,Department,Admission_Status
10004,72.16,638.1,6.0,7.5,5.98,9.48,1,No,1,2,4,2,97743.91,2016,1389,549,1.07,Engineering,3130,797.4814206679512,0.6849733137766127,0.1352283577202914,107,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,85.3,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,CSE (DS),0
10008,72.96,616.11,6.27,7.0,6.63,9.52,3,No,1,2,4,2,95473.32,2016,1818,2115,2.55,Engineering,3222,738.6774838352155,0.5108249184048337,0.0532755282860047,115,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,84.05,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,CSE (DS),0
10012,70.49,625.36,6.15,7.37,7.05,9.43,2,No,1,2,4,2,96442.21,2016,1882,2235,2.56,Engineering,1871,213.19191322359416,0.9189111426408828,0.1266566964665991,87,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,82.52,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Information Technology,0
10014,60.93,612.37,5.58,6.93,6.52,8.96,3,No,1,2,4,0,97112.52,2016,1072,3314,0.72,Engineering,307,397.6268402205306,0.7270843233814739,0.0176253139001115,125,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,83.11,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Mechanical Engineering,0
10021,68.22,619.85,6.2,8.0,6.32,9.33,3,No,1,2,4,2,103037.81,2016,3355,3237,4.72,Engineering,815,529.040562045147,0.7518568570630095,0.0403310422533784,49,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,83.15,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Civil Engineering,0
10022,69.54,621.93,6.2,7.33,5.73,9.31,1,No,1,2,4,0,103840.62,2016,4811,1256,3.28,Engineering,3420,472.0223633624944,0.6924995173465014,0.0387987912446794,136,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,83.09,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,CSE (IoT),0
10023,71.62,629.66,5.64,7.06,6.53,9.02,3,No,1,2,4,2,96709.2,2016,4916,2852,1.2,Engineering,1277,646.1265617823767,0.2034876639652643,0.17472676452694,59,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,85.96,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Mechanical Engineering,0
10024,69.24,612.05,6.18,8.49,6.25,8.62,1,No,1,2,4,0,94824.34,2016,3764,437,4.38,Engineering,1022,711.5232445135803,0.4557216498042405,0.0751876750806586,195,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,82.25,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,CSE (IoT),0
10028,71.26,626.06,6.3,8.2,6.96,9.32,0,No,1,2,4,1,95846.81,2016,3014,112,2.71,Engineering,2390,206.9156084317912,0.8624346286194018,0.080330625152876,192,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,83.94,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,CSE (DS),0
10036,66.85,620.7,5.94,7.61,5.6,8.93,0,No,1,2,4,1,101528.71,2016,1886,3517,4.21,Engineering,418,783.3378255298145,0.5488386383780703,0.1858041771433602,178,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,83.24,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Information Technology,0
10038,65.94,612.72,5.98,7.51,6.52,9.36,1,No,1,2,4,1,100748.3,2016,940,1850,1.64,Engineering,1942,455.8436338951837,0.4444611674622606,0.1343489680954966,76,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,84.85,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Mechanical Engineering,0
10041,68.23,631.02,6.5,7.91,5.88,9.38,4,No,1,2,4,2,96879.08,2016,1624,1872,1.41,Engineering,1521,447.9166872816786,0.4520066201518192,0.1274997605868326,21,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,84.37,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Mechanical Engineering,0
10044,76.05,611.63,6.43,8.08,6.08,9.33,4,No,1,2,4,2,99979.48,2016,2116,303,4.22,Engineering,3167,332.91629114142023,0.8039521601266633,0.02678824388,44,336,166,26,69.87439962113139,12346,73.6125641644567,189148,49,2.894888474533765,13,339,707,84.51,21937,4993870,6.749859913714258,6.461738270208357,77.80262121399805,Electrical Engineering,0
